 hours in peak = 
   2
 PER   TM_E    EON   EOFF   TM_W    WON   WOFF   TM_I   IDON  IDOFF   IWY
  10 15654. 20856. 14621.   994.  1514.   473.  1111.  1843.   792.  1994
  10 15654. 20772. 14638.   994.  1514.   473.  1111.  1839.   794.  1994
  11 13543. 20337. 12302.  1245.  2035.   557.   930.  1788.   540.  1994
  11 13543. 20261. 12322.  1245.  2033.   557.   930.  1783.   542.  1994
  11 13543. 20162. 12348.  1245.  2031.   557.   930.  1778.   544.  1994
  11 13543. 20086. 12368.  1245.  2029.   557.   930.  1773.   546.  1994
  12 11163. 19589. 10020.  1304.  2078.   600.  1042.  1877.   648.  1995
  12 11163. 19510. 10040.  1304.  2077.   600.  1042.  1872.   650.  1995
  12 11163. 19227. 10110.  1304.  2072.   601.  1042.  1856.   656.  1995
  12 11163. 19149. 10129.  1304.  2071.   601.  1042.  1852.   657.  1995
  13  9493. 18326.  8210.   838.  1408.   390.   780.  1625.   420.  1995
  13  9493. 18253.  8225.   838.  1407.   390.   780.  1620.   421.  1995
  13  9493. 17948.  8294.   838.  1401.   390.   780.  1601.   428.  1995
  13  9493. 17881.  8310.   838.  1399.   389.   780.  1597.   430.  1995
  14  8339. 17769.  6950.   642.  1124.   292.   788.  1627.   431.  1995
  14  8339. 17710.  6963.   642.  1123.   292.   788.  1623.   433.  1995
  14  8339. 17470.  7017.   642.  1117.   292.   788.  1603.   440.  1995
  14  8339. 17416.  7030.   642.  1116.   292.   788.  1599.   441.  1995
   1  7444. 19932.  5184.  1324.  1668.   851.   735.  1536.   423.  1995
   1  7444. 19863.  5163.  1324.  1665.   850.   735.  1531.   425.  1995
   1  7444. 19495.  5072.  1324.  1651.   845.   735.  1509.   433.  1995
   1  7444. 19418.  5055.  1324.  1648.   843.   735.  1505.   434.  1995
   2  7928. 19575.  6048.   675.  1109.   325.   647.  1393.   396.  1995
   2  7928. 19495.  6073.   675.  1108.   325.   647.  1389.   398.  1995
   2  7928. 19272.  6141.   675.  1104.   325.   647.  1376.   402.  1995
   2  7928. 19192.  6165.   675.  1103.   325.   647.  1372.   404.  1995
   3  9288. 20616.  7618.  1387.  2010.   692.   611.  1375.   363.  1995
   3  9288. 20534.  7643.  1387.  2007.   693.   611.  1371.   365.  1995
   3  9288. 20212.  7740.  1387.  1996.   696.   611.  1353.   371.  1995
   3  9288. 20131.  7765.  1387.  1994.   697.   611.  1349.   373.  1995
   4 11044. 22732.  8550.  2123.  2665.  1254.   631.  1419.   371.  1995
   4 11044. 22642.  8578.  2123.  2662.  1251.   631.  1415.   373.  1995
   4 11044. 22418.  8642.  2123.  2655.  1243.   631.  1404.   377.  1995
   4 11044. 22328.  8667.  2123.  2652.  1240.   631.  1399.   379.  1995
   5  9972. 22315.  7251.  2443.  3125.  1406.   964.  1594.   787.  1995
   5  9972. 22215.  7246.  2443.  3123.  1403.   964.  1587.   785.  1995
   5  9972. 22246.  7248.  2443.  3124.  1404.   964.  1589.   786.  1995
   5  9972. 22145.  7243.  2443.  3121.  1401.   964.  1582.   783.  1995
   6 13989. 22922. 11378.  2603.  3336.  1468.  1072.  1586.   859.  1995
   6 13989. 22813. 11361.  2603.  3334.  1465.  1072.  1579.   862.  1995
   6 13989. 22731. 11347.  2603.  3332.  1463.  1072.  1574.   863.  1995
   6 13989. 22623. 11330.  2603.  3329.  1460.  1072.  1567.   865.  1995
   7 14742. 22670. 12287.  1849.  2459.  1051.  1052.  1551.   846.  1995
   7 14742. 22565. 12273.  1849.  2456.  1050.  1052.  1544.   848.  1995
   7 14742. 22465. 12259.  1849.  2454.  1050.  1052.  1537.   850.  1995
   7 14742. 22360. 12245.  1849.  2451.  1049.  1052.  1531.   852.  1995
   8 12430. 21108. 10429.  1161.  1780.   573.  1589.  1704.  1339.  1995
   8 12430. 21008. 10411.  1161.  1779.   573.  1589.  1697.  1337.  1995
   8 12430. 20341. 10289.  1161.  1770.   573.  1589.  1650.  1310.  1995
   8 12430. 20244. 10271.  1161.  1769.   573.  1589.  1643.  1303.  1995
   9 11399. 19619.  9646.  1101.  1595.   534.  1396.  1704.  1207.  1995
   9 11399. 19536.  9666.  1101.  1594.   534.  1396.  1697.  1205.  1995
   9 11399. 18963.  9807.  1101.  1590.   534.  1396.  1651.  1190.  1995
   9 11399. 18877.  9829.  1101.  1590.   534.  1396.  1644.  1188.  1995
  10 14719. 20602. 13538.  1458.  2253.   691.  1771.  1928.  1418.  1995
  10 14719. 20511. 13533.  1458.  2251.   691.  1771.  1922.  1415.  1995
  10 14719. 20457. 13539.  1458.  2249.   691.  1771.  1909.  1404.  1995
  10 14719. 20390. 13550.  1458.  2248.   691.  1771.  1902.  1397.  1995
  11 17539. 22100. 16455.  1471.  2321.   674.  2053.  2123.  1494.  1995
  11 17539. 22004. 16440.  1471.  2319.   674.  2053.  2117.  1488.  1995
  11 17539. 21880. 16420.  1471.  2318.   674.  2053.  2108.  1479.  1995
  11 17539. 21785. 16405.  1471.  2316.   674.  2053.  2101.  1472.  1995
  12 13307. 20521. 12610.  1154.  1852.   539.  1381.  2002.  1016.  1996
  12 13307. 20438. 12626.  1154.  1851.   538.  1381.  1996.  1015.  1996
  12 13307. 20123. 12708.  1154.  1846.   538.  1381.  1971.  1012.  1996
  12 13307. 20037. 12731.  1154.  1845.   538.  1381.  1964.  1012.  1996
  13 10371. 19165.  8535.  1257.  2031.   601.  1051.  1827.   703.  1996
  13 10371. 19087.  8553.  1257.  2030.   601.  1051.  1823.   704.  1996
  13 10371. 18754.  8631.  1257.  2023.   600.  1051.  1804.   711.  1996
  13 10371. 18682.  8649.  1257.  2022.   600.  1051.  1799.   713.  1996
  14  9210. 19005.  7354.  1008.  1645.   472.  1059.  1830.   713.  1996
  14  9210. 18929.  7375.  1008.  1644.   472.  1059.  1826.   715.  1996
  14  9210. 18604.  7459.  1008.  1638.   472.  1059.  1807.   722.  1996
  14  9210. 18531.  7477.  1008.  1636.   472.  1059.  1802.   724.  1996
   1  8228. 20635.  5916.   965.  1614.   435.   994.  1747.   679.  1996
   1  8228. 20552.  5905.   965.  1613.   435.   994.  1742.   680.  1996
   1  8228. 20144.  5982.   965.  1606.   436.   994.  1721.   688.  1996
   1  8228. 20062.  6007.   965.  1604.   456.   994.  1716.   690.  1996
   2  9934. 20855.  7744.  1232.  1977.   563.   841.  1573.   568.  1996
   2  9934. 20772.  7768.  1232.  1975.   563.   841.  1568.   570.  1996
   2  9934. 20541.  7836.  1232.  1971.   563.   841.  1556.   574.  1996
   2  9934. 20455.  7864.  1232.  1970.   563.   841.  1552.   576.  1996
   3 15147. 23447. 13295.  3066.  3904.  1724.   755.  1576.   431.  1996
   3 15147. 23346. 13279.  3066.  3901.  1720.   755.  1571.   432.  1996
   3 15147. 22941. 13278.  3066.  3889.  1707.   755.  1554.   439.  1996
   3 15147. 22838. 13259.  3066.  3886.  1703.   755.  1549.   440.  1996
   4 20060. 25184. 19827.  2902.  3701.  1656.  1147.  1753.   891.  1996
   4 20060. 25042. 19786.  2902.  3698.  1652.  1147.  1746.   890.  1996
   4 20060. 24688. 19622.  2902.  3691.  1644.  1147.  1729.   888.  1996
   4 20060. 24547. 19585.  2902.  3687.  1641.  1147.  1722.   887.  1996
   5 19908. 25356. 19063.  2935.  3761.  1664.  1823.  1942.  1458.  1996
   5 19908. 25213. 19014.  2935.  3758.  1661.  1823.  1935.  1451.  1996
   5 19908. 25256. 19027.  2935.  3759.  1662.  1823.  1937.  1454.  1996
   5 19908. 25114. 18987.  2935.  3756.  1658.  1823.  1930.  1447.  1996
   6 18924. 23775. 17634.  2984.  3822.  1682.  1989.  2067.  1487.  1996
   6 18924. 23665. 17652.  2984.  3819.  1679.  1989.  2060.  1480.  1996
   6 18924. 23583. 17665.  2984.  3817.  1676.  1989.  2055.  1475.  1996
   6 18924. 23473. 17376.  2984.  3814.  1673.  1989.  2048.  1468.  1996
   7 19389. 23995. 17666.  1923.  2381.  1146.  2035.  2112.  1491.  1996
   7 19389. 23888. 17659.  1923.  2379.  1143.  2035.  2105.  1484.  1996
   7 19389. 23788. 17653.  1923.  2376.  1140.  2035.  2098.  1477.  1996
   7 19389. 23681. 17649.  1923.  2373.  1137.  2035.  2092.  1471.  1996
   8 17096. 22753. 15648.  1682.  2270.   941.  2035.  2151.  1501.  1996
   8 17096. 22734. 15625.  1682.  2267.   940.  2035.  2145.  1495.  1996
   8 17096. 22210. 15528.  1682.  2250.   935.  2035.  2100.  1450.  1996
   8 17096. 22110. 15522.  1682.  2248.   934.  2035.  2093.  1443.  1996
   9 18668. 23260. 18407.  2038.  2847.  1050.  2011.  2131.  1481.  1996
   9 18668. 23104. 18393.  2038.  2844.  1051.  2011.  2124.  1474.  1996
   9 18668. 22425. 18324.  2038.  2826.  1055.  2011.  2080.  1430.  1996
   9 18668. 22326. 18317.  2038.  2824.  1056.  2011.  2073.  1423.  1996
  10 18775. 22304. 17736.  1648.  2326.   794.  1799.  2094.  1380.  1996
  10 18775. 22202. 17716.  1648.  2325.   794.  1799.  2087.  1378.  1996
  10 18775. 22015. 17723.  1648.  2324.   794.  1799.  2074.  1374.  1996
  10 18775. 21914. 17725.  1648.  2323.   795.  1799.  2067.  1372.  1996
  11 19079. 23105. 18763.  1418.  2243.   670.  2081.  2163.  1507.  1996
  11 19079. 23005. 18720.  1418.  2241.   670.  2081.  2156.  1501.  1996
  11 19079. 22877. 18691.  1418.  2240.   670.  2081.  2147.  1492.  1996
  11 19079. 22778. 18683.  1418.  2238.   670.  2081.  2140.  1485.  1996
  12 16645. 22022. 15588.  1423.  2230.   662.  1396.  2029.  1025.  1997
  12 16645. 21931. 15569.  1423.  2229.   662.  1396.  2022.  1025.  1997
  12 16645. 21542. 15541.  1423.  2224.   662.  1396.  1997.  1022.  1997
  12 16645. 21419. 15542.  1423.  2223.   661.  1396.  1990.  1021.  1997
  13 13570. 20644. 12834.   924.  1534.   430.  1088.  1857.   739.  1997
  13 13570. 20566. 12842.   924.  1533.   430.  1088.  1853.   740.  1997
  13 13570. 20227. 12876.   924.  1527.   429.  1088.  1833.   747.  1997
  13 13570. 20133. 12898.   924.  1526.   429.  1088.  1829.   749.  1997
  14 13181. 20899. 12145.   832.  1404.   388.  1097.  1862.   750.  1997
  14 13181. 20820. 12164.   832.  1403.   388.  1097.  1858.   752.  1997
  14 13181. 20481. 12245.   832.  1397.   388.  1097.  1839.   759.  1997
  14 13181. 20407. 12265.   832.  1396.   388.  1097.  1834.   761.  1997
   1  8136. 20644.  5793.  1151.  1886.   552.  1087.  1802.   788.  1997
   1  8136. 20560.  5783.  1151.  1885.   552.  1087.  1798.   789.  1997
   1  8136. 20128.  5842.  1151.  1878.   552.  1087.  1776.   797.  1997
   1  8136. 20041.  5869.  1151.  1876.   554.  1087.  1771.   797.  1997
   2  8030. 19931.  5952.  1347.  2130.   620.   835.  1543.   584.  1997
   2  8030. 19852.  5973.  1347.  2128.   620.   835.  1539.   585.  1997
   2  8030. 19632.  6030.  1347.  2124.   620.   835.  1526.   590.  1997
   2  8030. 19553.  6050.  1347.  2122.   620.   835.  1522.   591.  1997
   3 10329. 21675.  8513.  2551.  3241.  1474.   772.  1589.   447.  1997
   3 10329. 21591.  8538.  2551.  3238.  1471.   772.  1585.   449.  1997
   3 10329. 21241.  8589.  2551.  3226.  1458.   772.  1567.   455.  1997
   3 10329. 21151.  8596.  2551.  3223.  1455.   772.  1563.   457.  1997
   4 13532. 23495. 10867.  2560.  3307.  1485.  1340.  1830.  1078.  1997
   4 13532. 23387. 10832.  2560.  3305.  1482.  1340.  1823.  1081.  1997
   4 13532. 23122. 10795.  2560.  3298.  1474.  1340.  1805.  1086.  1997
   4 13532. 23016. 10780.  2560.  3295.  1471.  1340.  1798.  1089.  1997
   5 19285. 24926. 17983.  3066.  3955.  1715.  2020.  2130.  1509.  1997
   5 19285. 24819. 17970.  3066.  3952.  1712.  2020.  2123.  1502.  1997
   5 19285. 24852. 17973.  3066.  3953.  1713.  2020.  2125.  1504.  1997
   5 19285. 24746. 17963.  3066.  3950.  1710.  2020.  2119.  1497.  1997
   6 19794. 24734. 18595.  2498.  3239.  1430.  2027.  2129.  1498.  1997
   6 19794. 24624. 18620.  2498.  3237.  1429.  2027.  2123.  1491.  1997
   6 19794. 24542. 18638.  2498.  3236.  1427.  2027.  2117.  1486.  1997
   6 19794. 24432. 18663.  2498.  3234.  1424.  2027.  2111.  1479.  1997
   7 19359. 23505. 17828.  2403.  3095.  1362.  1929.  2001.  1406.  1997
   7 19359. 23398. 17822.  2403.  3093.  1360.  1929.  1995.  1399.  1997
   7 19359. 23298. 17816.  2403.  3091.  1358.  1929.  1989.  1393.  1997
   7 19359. 23191. 17811.  2403.  3088.  1355.  1929.  1983.  1387.  1997
   8 17277. 22635. 16597.  1712.  2290.   965.  1880.  1988.  1368.  1997
   8 17277. 22567. 16552.  1712.  2288.   964.  1880.  1982.  1361.  1997
   8 17277. 21995. 16712.  1712.  2271.   959.  1880.  1941.  1321.  1997
   8 17277. 21895. 16679.  1712.  2269.   958.  1880.  1935.  1315.  1997
   9 18670. 22802. 18010.  2077.  2695.  1173.  1819.  1933.  1313.  1997
   9 18670. 22695. 17985.  2077.  2693.  1171.  1819.  1927.  1307.  1997
   9 18670. 21982. 17792.  2077.  2675.  1156.  1819.  1889.  1269.  1997
   9 18670. 21877. 17779.  2077.  2673.  1154.  1819.  1883.  1263.  1997
  10 18966. 21974. 18152.  1699.  2496.   839.  1904.  2030.  1404.  1997
  10 18966. 21872. 18135.  1699.  2494.   839.  1904.  2024.  1397.  1997
  10 18966. 21682. 18105.  1699.  2492.   839.  1904.  2012.  1386.  1997
  10 18966. 21555. 18096.  1699.  2490.   839.  1904.  2006.  1379.  1997
  11 19515. 23083. 19147.  2236.  3299.  1089.  2073.  2156.  1501.  1997
  11 19515. 22981. 19130.  2236.  3296.  1090.  2073.  2149.  1494.  1997
  11 19515. 22850. 19107.  2236.  3292.  1091.  2073.  2140.  1485.  1997
  11 19515. 22742. 19092.  2236.  3288.  1092.  2073.  2134.  1478.  1997
  12 17062. 22194. 15996.  1658.  2617.   782.  1564.  2007.  1251.  1998
  12 17062. 22098. 15991.  1658.  2615.   784.  1564.  2000.  1252.  1998
  12 17062. 21690. 16046.  1658.  2609.   790.  1564.  1975.  1255.  1998
  12 17062. 21562. 16066.  1658.  2607.   792.  1564.  1968.  1256.  1998
  13 13997. 20769. 13322.  1153.  1881.   544.  1279.  2034.   908.  1998
  13 13997. 20688. 13332.  1153.  1880.   544.  1279.  2030.   910.  1998
  13 13997. 20332. 13377.  1153.  1873.   544.  1279.  2006.   910.  1998
  13 13997. 20243. 13394.  1153.  1872.   544.  1279.  2000.   907.  1998
  14 13776. 21127. 12783.   947.  1595.   443.  1285.  2035.   917.  1998
  14 13776. 21048. 12803.   947.  1594.   443.  1285.  2031.   918.  1998
  14 13776. 20687. 12902.   947.  1587.   442.  1285.  2003.   912.  1998
  14 13776. 20609. 12924.   947.  1586.   442.  1285.  1996.   909.  1998
   1 10613. 21657.  8322.  1196.  1937.   544.  1303.  2082.   907.  1998
   1 10613. 21562.  8344.  1196.  1936.   543.  1303.  2078.   909.  1998
   1 10613. 21075.  8390.  1196.  1928.   543.  1303.  2051.   908.  1998
   1 10613. 20977.  8399.  1196.  1927.   543.  1303.  2044.   906.  1998
   2 12072. 21658. 10421.  2179.  2938.  1250.  1391.  1992.  1014.  1998
   2 12072. 21559. 10408.  2179.  2934.  1251.  1391.  1985.  1017.  1998
   2 12072. 21284. 10371.  2179.  2926.  1254.  1391.  1966.  1023.  1998
   2 12072. 21186. 10357.  2179.  2923.  1255.  1391.  1959.  1025.  1998
   3 12480. 22501. 10712.  2475.  3105.  1428.  1006.  1845.   620.  1998
   3 12480. 22410. 10694.  2475.  3102.  1425.  1006.  1840.   621.  1998
   3 12480. 22051. 10624.  2475.  3090.  1411.  1006.  1823.   628.  1998
   3 12480. 21961. 10606.  2475.  3087.  1408.  1006.  1818.   629.  1998
   4 13358. 23602. 11283.  1876.  2504.  1083.  1425.  2015.  1081.  1998
   4 13358. 23495. 11270.  1876.  2501.  1082.  1425.  2008.  1080.  1998
   4 13358. 23230. 11238.  1876.  2494.  1080.  1425.  1991.  1079.  1998
   4 13358. 23123. 11226.  1876.  2491.  1080.  1425.  1984.  1081.  1998
   5 12427. 22973.  9349.  2430.  3116.  1412.  1667.  2022.  1376.  1998
   5 12427. 22865.  9334.  2430.  3113.  1409.  1667.  2015.  1374.  1998
   5 12427. 22898.  9338.  2430.  3114.  1410.  1667.  2017.  1374.  1998
   5 12427. 22791.  9324.  2430.  3111.  1407.  1667.  2010.  1372.  1998
   6 12979. 22860. 10023.  1629.  2104.   981.  1748.  2037.  1402.  1998
   6 12979. 22756. 10007.  1629.  2102.   980.  1748.  2030.  1400.  1998
   6 12979. 22678.  9995.  1629.  2100.   980.  1748.  2025.  1399.  1998
   6 12979. 22575.  9979.  1629.  2097.   979.  1748.  2018.  1396.  1998
   7 11276. 21951.  8823.  1634.  2246.   902.  1655.  1984.  1325.  1998
   7 11276. 21848.  8756.  1634.  2243.   903.  1655.  1977.  1323.  1998
   7 11276. 21752.  8703.  1634.  2241.   904.  1655.  1970.  1321.  1998
   7 11276. 21649.  8647.  1634.  2239.   905.  1655.  1963.  1319.  1998
   8 11899. 21214. 10229.  1133.  1638.   546.  1607.  2183.  1213.  1998
   8 11899. 21119. 10212.  1133.  1637.   546.  1607.  2176.  1215.  1998
   8 11899. 20486. 10098.  1133.  1633.   546.  1607.  2130.  1229.  1998
   8 11899. 20393. 10081.  1133.  1632.   546.  1607.  2123.  1230.  1998
   9 13197. 20524. 11954.  1251.  1815.   609.  1696.  2184.  1328.  1998
   9 13197. 20440. 11973.  1251.  1814.   609.  1696.  2177.  1329.  1998
   9 13197. 19853. 12125.  1251.  1810.   609.  1696.  2130.  1335.  1998
   9 13197. 19767. 12147.  1251.  1809.   609.  1696.  2123.  1336.  1998
  10 19238. 23175. 18211.  1373.  2014.   659.  2030.  2096.  1465.  1998
  10 19238. 23074. 18205.  1373.  2013.   659.  2030.  2089.  1458.  1998
  10 19238. 22885. 18191.  1373.  2012.   659.  2030.  2077.  1446.  1998
  10 19238. 22782. 18182.  1373.  2011.   659.  2030.  2070.  1439.  1998
  11 19177. 23525. 19127.  1646.  2529.   760.  2064.  2148.  1494.  1998
  11 19177. 23426. 19098.  1646.  2526.   760.  2064.  2141.  1487.  1998
  11 19177. 23288. 19064.  1646.  2522.   761.  2064.  2132.  1478.  1998
  11 19177. 23157. 19046.  1646.  2519.   762.  2064.  2126.  1471.  1998
  12 14179. 20893. 13675.  1355.  2142.   623.  1361.  1959.  1016.  1999
  12 14179. 20810. 13693.  1355.  2140.   623.  1361.  1952.  1015.  1999
  12 14179. 20510. 13760.  1355.  2136.   623.  1361.  1927.  1012.  1999
  12 14179. 20428. 13779.  1355.  2134.   622.  1361.  1920.  1014.  1999
  13 12997. 20285. 12248.   794.  1360.   366.  1049.  1833.   694.  1999
  13 12997. 20207. 12267.   794.  1359.   366.  1049.  1828.   696.  1999
  13 12997. 19867. 12352.   794.  1353.   365.  1049.  1809.   703.  1999
  13 12997. 19794. 12372.   794.  1351.   365.  1049.  1805.   704.  1999
  14 10601. 19561.  9300.  1166.  1904.   554.  1058.  1838.   706.  1999
  14 10601. 19485.  9319.  1166.  1902.   554.  1058.  1834.   707.  1999
  14 10601. 19157.  9401.  1166.  1896.   554.  1058.  1814.   714.  1999
  14 10601. 19084.  9418.  1166.  1895.   554.  1058.  1810.   716.  1999
   1  7790. 20655.  5542.  1199.  1960.   546.  1182.  1898.   865.  1999
   1  7790. 20567.  5532.  1199.  1958.   546.  1182.  1894.   866.  1999
   1  7790. 20135.  5485.  1199.  1951.   568.  1182.  1860.   855.  1999
   1  7790. 20047.  5477.  1199.  1950.   568.  1182.  1853.   852.  1999
   2  7799. 20012.  5816.  1026.  1635.   488.  1113.  1745.   837.  1999
   2  7799. 19928.  5802.  1026.  1633.   489.  1113.  1738.   834.  1999
   2  7799. 19696.  5763.  1026.  1630.   489.  1113.  1720.   830.  1999
   2  7799. 19613.  5780.  1026.  1628.   489.  1113.  1713.   829.  1999
   3  9150. 21167.  6803.  2347.  2935.  1363.   892.  1714.   542.  1999
   3  9150. 21085.  6791.  2347.  2932.  1360.   892.  1709.   543.  1999
   3  9150. 20764.  6851.  2347.  2921.  1347.   892.  1692.   550.  1999
   3  9150. 20683.  6875.  2347.  2918.  1344.   892.  1687.   551.  1999
   4 12839. 23361. 10014.  2593.  3297.  1489.  1264.  1900.   963.  1999
   4 12839. 23254.  9928.  2593.  3294.  1486.  1264.  1893.   961.  1999
   4 12839. 22989.  9892.  2593.  3286.  1478.  1264.  1876.   958.  1999
   4 12839. 22883.  9877.  2593.  3284.  1475.  1264.  1869.   958.  1999
   5 16999. 24512. 15469.  2883.  3708.  1622.  1727.  2000.  1418.  1999
   5 16999. 24404. 15454.  2883.  3705.  1619.  1727.  1993.  1416.  1999
   5 16999. 24437. 15459.  2883.  3706.  1620.  1727.  1995.  1416.  1999
   5 16999. 24330. 15444.  2883.  3703.  1617.  1727.  1988.  1414.  1999
   6 16639. 24005. 14647.  2119.  2738.  1228.  1860.  2020.  1478.  1999
   6 16639. 23896. 14628.  2119.  2735.  1227.  1860.  2013.  1471.  1999
   6 16639. 23815. 14614.  2119.  2733.  1226.  1860.  2008.  1466.  1999
   6 16639. 23706. 14595.  2119.  2731.  1224.  1860.  2001.  1459.  1999
   7 17016. 22924. 14572.  1984.  2602.  1135.  1958.  2025.  1433.  1999
   7 17016. 22817. 14565.  1984.  2599.  1134.  1958.  2018.  1426.  1999
   7 17016. 22716. 14558.  1984.  2597.  1134.  1958.  2012.  1420.  1999
   7 17016. 22609. 14551.  1984.  2595.  1133.  1958.  2006.  1413.  1999
   8 15443. 22011. 14233.  1404.  1971.   751.  1856.  2055.  1414.  1999
   8 15443. 21912. 14215.  1404.  1968.   752.  1856.  2049.  1408.  1999
   8 15443. 21246. 14098.  1404.  1953.   757.  1856.  2007.  1366.  1999
   8 15443. 21149. 14080.  1404.  1951.   757.  1856.  2001.  1360.  1999
   9 15613. 21161. 14832.  1663.  2293.   905.  1867.  2018.  1377.  1999
   9 15613. 21072. 14835.  1663.  2291.   906.  1867.  2012.  1371.  1999
   9 15613. 20706. 14847.  1663.  2275.   905.  1867.  1971.  1330.  1999
   9 15613. 20614. 14842.  1663.  2273.   905.  1867.  1965.  1324.  1999
  10 17988. 21714. 16700.  1568.  2211.   757.  1845.  2087.  1371.  1999
  10 17988. 21619. 16718.  1568.  2210.   758.  1845.  2081.  1369.  1999
  10 17988. 21533. 16744.  1568.  2209.   758.  1845.  2069.  1365.  1999
  10 17988. 21456. 16755.  1568.  2208.   758.  1845.  2063.  1362.  1999
  11 19611. 23217. 18686.  2136.  3126.  1052.  2087.  2204.  1522.  1999
  11 19611. 23119. 18671.  2136.  3123.  1052.  2087.  2197.  1515.  1999
  11 19611. 22991. 18651.  2136.  3119.  1053.  2087.  2188.  1506.  1999
  11 19611. 22893. 18636.  2136.  3116.  1054.  2087.  2181.  1500.  1999
  12 16679. 21938. 15636.  1899.  2878.   892.  1343.  1920.  1011.  2000
  12 16679. 21847. 15621.  1899.  2875.   893.  1343.  1913.  1010.  2000
  12 16679. 21477. 15589.  1899.  2864.   895.  1343.  1889.  1014.  2000
  12 16679. 21354. 15597.  1899.  2861.   895.  1343.  1882.  1016.  2000
  13 14092. 20824. 13512.  1671.  2639.   804.  1100.  1851.   764.  2000
  13 14092. 20746. 13519.  1671.  2637.   805.  1100.  1847.   766.  2000
  13 14092. 20395. 13530.  1671.  2627.   812.  1100.  1828.   773.  2000
  13 14092. 20275. 13533.  1671.  2624.   813.  1100.  1823.   775.  2000
  14 13715. 21115. 12761.  1343.  2135.   623.  1110.  1858.   777.  2000
  14 13715. 21036. 12780.  1343.  2134.   623.  1110.  1853.   779.  2000
  14 13715. 20692. 12865.  1343.  2128.   622.  1110.  1834.   786.  2000
  14 13715. 20605. 12890.  1343.  2126.   622.  1110.  1830.   788.  2000
   1  9590. 21161.  7604.  1098.  1769.   511.  1065.  1783.   767.  2000
   1  9590. 21077.  7629.  1098.  1767.   510.  1065.  1779.   768.  2000
   1  9590. 20668.  7750.  1098.  1761.   510.  1065.  1757.   776.  2000
   1  9590. 20586.  7772.  1098.  1760.   510.  1065.  1753.   778.  2000
   2  8340. 20122.  6038.  1321.  2120.   598.   926.  1663.   632.  2000
   2  8340. 20043.  6022.  1321.  2119.   598.   926.  1659.   633.  2000
   2  8340. 19823.  6027.  1321.  2115.   599.   926.  1647.   638.  2000
   2  8340. 19744.  6046.  1321.  2113.   599.   926.  1642.   639.  2000
   3 13890. 22586. 12030.  2792.  3535.  1586.   846.  1683.   489.  2000
   3 13890. 22495. 12012.  2792.  3532.  1583.   846.  1679.   491.  2000
   3 13890. 22126. 11929.  2792.  3520.  1570.   846.  1661.   497.  2000
   3 13890. 22033. 11907.  2792.  3517.  1566.   846.  1657.   499.  2000
   4 14942. 24049. 13386.  2464.  3119.  1428.  1125.  1842.   837.  2000
   4 14942. 23941. 13263.  2464.  3116.  1425.  1125.  1837.   839.  2000
   4 14942. 23676. 13228.  2464.  3108.  1417.  1125.  1826.   843.  2000
   4 14942. 23569. 13215.  2464.  3105.  1413.  1125.  1821.   844.  2000
   5 14204. 23673. 11958.  2064.  2736.  1182.  1335.  1972.  1007.  2000
   5 14204. 23566. 11872.  2064.  2733.  1182.  1335.  1965.  1006.  2000
   5 14204. 23599. 11877.  2064.  2734.  1182.  1335.  1967.  1007.  2000
   5 14204. 23492. 11863.  2064.  2732.  1181.  1335.  1960.  1006.  2000
   6 13308. 22889. 10522.  1923.  2566.  1083.  1369.  1785.  1142.  2000
   6 13308. 22783. 10506.  1923.  2563.  1083.  1369.  1778.  1143.  2000
   6 13308. 22703. 10494.  1923.  2562.  1082.  1369.  1773.  1143.  2000
   6 13308. 22597. 10478.  1923.  2559.  1081.  1369.  1766.  1144.  2000
   7 12717. 22285.  9685.  1547.  2154.   850.  1339.  1776.  1102.  2000
   7 12717. 22180.  9669.  1547.  2151.   851.  1339.  1769.  1103.  2000
   7 12717. 22080.  9654.  1547.  2149.   852.  1339.  1763.  1104.  2000
   7 12717. 21975.  9638.  1547.  2147.   853.  1339.  1756.  1105.  2000
   8 16840. 22681. 15425.  1733.  2385.   860.  1767.  2043.  1407.  2000
   8 16840. 22579. 15404.  1733.  2383.   860.  1767.  2036.  1405.  2000
   8 16840. 22061. 15213.  1733.  2367.   863.  1767.  1990.  1391.  2000
   8 16840. 21991. 15185.  1733.  2365.   863.  1767.  1983.  1388.  2000
   9 18000. 22592. 16901.  1530.  2231.   724.  1819.  2043.  1438.  2000
   9 18000. 22498. 16890.  1530.  2231.   724.  1819.  2036.  1436.  2000
   9 18000. 22036. 17108.  1530.  2226.   725.  1819.  1989.  1421.  2000
   9 18000. 21938. 17123.  1530.  2225.   725.  1819.  1983.  1419.  2000
  10 16194. 20742. 15052.  1487.  2114.   722.  1205.  1875.   890.  2000
  10 16194. 20651. 15025.  1487.  2114.   722.  1205.  1868.   887.  2000
  10 16194. 20480. 14971.  1487.  2112.   722.  1205.  1855.   883.  2000
  10 16194. 20387. 14952.  1487.  2112.   722.  1205.  1849.   881.  2000
  11 15354. 21017. 14490.  1821.  2761.   871.  1104.  1853.   779.  2000
  11 15354. 20936. 14502.  1821.  2758.   872.  1104.  1848.   780.  2000
  11 15354. 20833. 14517.  1821.  2755.   874.  1104.  1842.   782.  2000
  11 15354. 20753. 14529.  1821.  2751.   875.  1104.  1838.   784.  2000
  12 13790. 20772. 13061.  1119.  1835.   509.   990.  1722.   698.  2001
